domain	phylum	class	order	family	genus	species	genbank	protein	prokka	description	oldname
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus hansupus		WP_002636732	NA	MotA/TolQ/ExbB proton channel family protein	WP_002636732.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio reynosensis		WP_243534840	NA	MotA/TolQ/ExbB proton channel family protein	WP_243534840.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio reynosensis		WP_243539420	NA	MotA/TolQ/ExbB proton channel family protein	WP_243539420.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas	Tepidimonas taiwanensis	CP083911.1	UBQ05764	NA	flagellar motor stator protein MotA	UBQ05764.1_flagellar_motor_stator_protein_MotA_[T
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio reynosensis		WP_243540524	NA	MotA/TolQ/ExbB proton channel family protein	WP_243540524.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Rhizobacter	Rhizobacter gummiphilus	CP024645.1	ATU63381	NA	hypothetical protein CPZ87_01790	ATU63381.1_hypothetical_protein_CPZ87_01790_[Rhiz
Bacteria	Candidatus Omnitrophica				Candidatus Velamenicoccus	Candidatus Velamenicoccus archaeovorus	CP019384.1	QAT17178	NA	hypothetical protein BU251_05250	QAT17178.1_hypothetical_protein_BU251_05250_[Cand
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum magneticum		WP_231848885	NA	MotA/TolQ/ExbB proton channel family protein	WP_231848885.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Oxynema	Oxynema aestuarii AP17	CP051167.1	QIZ73618	NA	flagellar motor protein MotA	QIZ73618.1_flagellar_motor_protein_MotA_[Oxynema_
Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira japonica		SLM46359	NA	Protein TolQ	SLM46359.1_Protein_TolQ_[Nitrospira_japonica]
Bacteria	Pseudomonadota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819		CAL34348	NA	biopolymer transport protein	CAL34348.1_biopolymer_transport_protein_[Campylob
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus hansupus		WP_002640212	NA	MotA/TolQ/ExbB proton channel family protein	WP_002640212.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum gryphiswaldense MSR-1 v2		CDK97994	NA	TolQ protein	CDK97994.1_TolQ_protein_[Magnetospirillum_gryphis
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus		WP_015352979	NA	MULTISPECIES MotA/TolQ/ExbB proton channel family protein	WP_015352979.1_MULTISPECIES:_MotA/TolQ/ExbB_proto
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cereibacter	Cereibacter sphaeroides		WP_015921325	NA	tonB-system energizer ExbB	WP_015921325.1_tonB-system_energizer_ExbB_[Cereib
Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Rhizobacter	Rhizobacter gummiphilus	CP024645.1	ATU63282	NA	biopolymer transporter ExbB	ATU63282.1_biopolymer_transporter_ExbB_[Rhizobact
Bacteria	Elusimicrobiota					unclassified Elusimicrobiota	CP096137.1	UPT72845	NA		UPT72845.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Verrucomicrobia				Methylacidimicrobium	Methylacidimicrobium sp. B4	CP066203.1	QSR84626	NA	MotA/TolQ/ExbB proton channel family protein	QSR84626.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Fibrobacterota					unclassified Fibrobacterota		QQS05296	NA		QQS05296.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus		WP_015349871	NA	MotA/TolQ/ExbB proton channel family protein	WP_015349871.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Verrucomicrobia	Spartobacteria			Candidatus Xiphinematobacter	Candidatus Xiphinematobacter sp. Idaho Grape	CP012665.1	ALJ56928	NA	Biopolymer transport protein ExbB	ALJ56928.1_Biopolymer_transport_protein_ExbB_[Can
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio sp. ZAP7		WP_142700826	NA	MotA/TolQ/ExbB proton channel family protein	WP_142700826.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus		WP_015347078	NA	MotA/TolQ/ExbB proton channel family protein	WP_015347078.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio sp. ZAP7		WP_246845784	NA	flagellar motor protein	WP_246845784.1_flagellar_motor_protein_[Bdellovib
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio reynosensis		WP_243539855	NA	MotA/TolQ/ExbB proton channel family protein	WP_243539855.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas	Tepidimonas taiwanensis	CP083911.1	UBQ06690	NA	MotA/TolQ/ExbB proton channel family protein	UBQ06690.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Candidatus Omnitrophica				Candidatus Velamenicoccus	Candidatus Velamenicoccus archaeovorus	CP019384.1	QAT17590	NA	ferric siderophore transport system biopolymer transport protein	"QAT17590.1_ferric_siderophore_transport_system,_b"
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus		WP_233278299	NA	MotA/TolQ/ExbB proton channel family protein	WP_233278299.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	unclassified Bdellovibrio		WP_142698960	NA	MULTISPECIES flagellar motor stator protein MotA	WP_142698960.1_MULTISPECIES:_flagellar_motor_stat
Bacteria	Pseudomonadota	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae	Desulfotalea	Desulfotalea psychrophila LSv54		CAG37703	NA	related to transport protein TolQ	CAG37703.1_related_to_transport_protein_TolQ_[Des
Bacteria	Cyanobacteria		Pseudanabaenales	Leptolyngbyaceae	Leptothermofonsia	Leptothermofonsia sichuanensis PKUAC-SCTE412	CP072600.1	QZZ19520	NA	MotA/TolQ/ExbB proton channel family protein	QZZ19520.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Pseudomonadota	Betaproteobacteria			Candidatus Accumulibacter	Candidatus Accumulibacter similis	CP054595.1	QKS28544	NA	MAG flagellar motor protein	QKS28544.1_MAG:_flagellar_motor_protein_[Candidat
Bacteria	Pseudomonadota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819		CAL34488	NA	putative flagellar motor proton channel	CAL34488.1_putative_flagellar_motor_proton_channe
Bacteria	Elusimicrobiota					unclassified Elusimicrobiota	CP096137.1	UPT74212	NA		UPT74212.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cereibacter	Cereibacter sphaeroides		WP_015920816	NA	MotA/TolQ/ExbB proton channel family protein	WP_015920816.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Rhizobacter	Rhizobacter gummiphilus	CP024645.1	ATU65955	NA	flagellar motor stator protein MotA	ATU65955.1_flagellar_motor_stator_protein_MotA_[R
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrio	Pseudobdellovibrio exovorus		WP_015469442	NA	MotA/TolQ/ExbB proton channel family protein	WP_015469442.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio sp. ZAP7		WP_246845691	NA	MotA/TolQ/ExbB proton channel family protein	WP_246845691.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax stolpii		WP_102243885	NA	flagellar motor stator protein MotA	WP_102243885.1_flagellar_motor_stator_protein_Mot
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus hansupus		WP_002635515	NA	MotA/TolQ/ExbB proton channel family protein	WP_002635515.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia glycaniphila		SEH96646	NA	mota/tolq/exbb proton channel family	SEH96646.1_mota/tolq/exbb_proton_channel_family_[
Bacteria	Verrucomicrobia				Methylacidimicrobium	Methylacidimicrobium sp. B4	CP066203.1	QSR83870	NA	MotA/TolQ/ExbB proton channel family protein	QSR83870.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus hansupus		WP_002637975	NA	MotA/TolQ/ExbB proton channel family protein	WP_002637975.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas koreensis		WP_066580368	NA	MotA/TolQ/ExbB proton channel family protein	WP_066580368.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas koreensis		WP_066573504	NA	protein TolQ	WP_066573504.1_protein_TolQ_[Sphingomonas_koreens
Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Microcoleus	Microcoleus vaginatus PCC 9802	CP031740.1	UNU17462	NA	MotA/TolQ/ExbB proton channel family protein	UNU17462.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Fibrobacterota					unclassified Fibrobacterota	CP064986.1	QQS07012	NA		QQS07012.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Pseudomonadota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819		CAL34280	NA	putative MotA/TolQ/ExbB proton channel family protein	CAL34280.1_putative_MotA/TolQ/ExbB_proton_channel
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum gryphiswaldense MSR-1 v2		CDK98228	NA	putative flagellar motor component	CDK98228.1_putative_flagellar_motor_component_[Ma
Bacteria	Pseudomonadota	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax stolpii		WP_102243686	NA	MotA/TolQ/ExbB proton channel family protein	WP_102243686.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Oligoflexia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio reynosensis		WP_243535892	NA	MotA/TolQ/ExbB proton channel family protein	WP_243535892.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Elusimicrobiota					unclassified Elusimicrobiota	CP096137.1	UPT76060	NA		UPT76060.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas	Tepidimonas taiwanensis	CP083911.1	UBQ06174	NA	MotA/TolQ/ExbB proton channel family protein	UBQ06174.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales			Victivallales bacterium CCUG 44730	CP027227.1	AVM45415	NA	biopolymer transporter ExbB	AVM45415.1_biopolymer_transporter_ExbB_[Victivall
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus hansupus		WP_002639753	NA	MotA/TolQ/ExbB proton channel family protein	WP_002639753.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Armatimonadetes					Armatimonadetes bacterium Uphvl-Ar1	CP021423.1	ARU42506	NA	flagellar motor stator protein MotA	ARU42506.1_flagellar_motor_stator_protein_MotA_[A
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus		WP_015352379	NA	MotA/TolQ/ExbB proton channel family protein	WP_015352379.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula baltica SH 1		CAD77369	NA	probable tolQ-type transport protein	CAD77369.1_probable_tolQ-type_transport_protein_[
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus		WP_015351867	NA	MULTISPECIES MotA/TolQ/ExbB proton channel family protein	WP_015351867.1_MULTISPECIES:_MotA/TolQ/ExbB_proto
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas koreensis		WP_066578692	NA	flagellar motor stator protein MotA	WP_066578692.1_flagellar_motor_stator_protein_Mot
Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae UV-7		CCB87487	NA	putative uncharacterized protein	CCB87487.1_putative_uncharacterized_protein_[Para
Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas	Tepidimonas taiwanensis	CP083911.1	UBQ04634	NA	protein TolQ	UBQ04634.1_protein_TolQ_[Tepidimonas_taiwanensis]
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum magneticum		WP_043744502	NA	MotA/TolQ/ExbB proton channel family protein	WP_043744502.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus hansupus		WP_002638783	NA	MotA/TolQ/ExbB proton channel family protein	WP_002638783.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Cyanobacteria		Oscillatoriales	Microcoleaceae	Oxynema	Oxynema aestuarii AP17	CP051167.1	QIZ71789	NA	MotA/TolQ/ExbB proton channel family protein	QIZ71789.1_MotA/TolQ/ExbB_proton_channel_family_p
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales			Victivallales bacterium CCUG 44730	CP027227.1	AVM44306	NA	hypothetical protein C5Q97_06090	AVM44306.1_hypothetical_protein_C5Q97_06090_[Vict
Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus		WP_015346443	NA	MotA/TolQ/ExbB proton channel family protein	WP_015346443.1_MotA/TolQ/ExbB_proton_channel_fami
Bacteria	Verrucomicrobia				Methylacidimicrobium	Methylacidimicrobium sp. B4	CP066203.1	QSR84174	NA	MotA/TolQ/ExbB proton channel family protein	QSR84174.1_MotA/TolQ/ExbB_proton_channel_family_p
Archaea	Candidatus Korarchaeota					Candidatus Korarchaeota archaeon	QMVX01000279.1	RLG45601	NA	MAG motility protein A	RLG45601.1_motility_protein_A_[Candidatus_Korarch
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia glycaniphila		SEH93354	NA	mota/tolq/exbb proton channel family	SEH93354.1_mota/tolq/exbb_proton_channel_family_[
								PKPEBJJI_00344			PKPEBJJI_00344
								DGBBEKCF_02484			DGBBEKCF_02484
								DGBBEKCF_01299			DGBBEKCF_01299
								PKPEBJJI_00564			PKPEBJJI_00564
								DGBBEKCF_00463			DGBBEKCF_00463
								DGBBEKCF_00127			DGBBEKCF_00127
								PKPEBJJI_00297			PKPEBJJI_00297
Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera brasiliensis DSM 5305	CP002546.1	ADY59818		hypothetical protein Plabr_2216	ADY59818.1
								DGBBEKCF_01621			DGBBEKCF_01621
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Anatilimnocola	Anatilimnocola aggregata	CP036274.1	QDU31046		hypothetical protein ETAA8_61990	QDU31046.1
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis subsp. subtilis str. 168		CAB12348		two-component sensor histidine kinase	CAB12348.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum F11	CP003046.1	AEO48101		chemotaxis sensory transducer	AEO48101.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum F11	CP003046.1	AEO48100		chemotaxis sensory transducer	AEO48100.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii	CP082886.1	UAK41219		inorganic phosphate transporter	UAK41219.1
Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Sulfidibacter	Sulfidibacter corallicola	CP071793.1	QTD51577		MotA/TolQ/ExbB proton channel family protein	QTD51577.1
Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella koreensis GR20-10	CP003178.1	AEV99079		multi-sensor hybrid histidine kinase	AEV99079.1
Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Sulfidibacter	Sulfidibacter corallicola	CP071793.1	QTD49844		hypothetical protein J3U87_30040	QTD49844.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Acidobacterium	Acidobacterium capsulatum ATCC 51196	CP001472.1	ACO34195		signal recognition particle-docking protein FtsY	ACO34195.1
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula baltica SH 1		CAD77532		hypothetical protein-transmembrane prediction	CAD77532.1
Bacteria	Myxococcota		Polyangiales	Polyangiaceae	Sorangium	Sorangium cellulosum	CP012670.1	AUX27689		ABC transporter permease	AUX27689.1
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	Pirellula staleyi DSM 6068	CP001848.1	ADB15644		hypothetical protein Psta_0959	ADB15644.1
Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella koreensis GR20-10	CP003178.1	AEV97736		OmpA/MotB domain protein	AEV97736.1
Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferrooxidans C2-3	AP012342.1	BAM05883		hypothetical protein LFE_0155	BAM05883.1
Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum halorespirans DSM 13726	CP017111.1	AOO65010		membrane protein	AOO65010.1
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes subsp. succinogenes S85	CP001792.1	ACX76639		hypothetical protein Fisuc_3059	ACX76639.1
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas aurantiaca T-27	AP009153.1	BAH37227		hypothetical membrane protein	BAH37227.1
Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus	CP012541.1	ALF47932		putative membrane protein	ALF47932.1
Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819		CAL34744		putative membrane protein	CAL34744.1
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes subsp. succinogenes S85	CP001792.1	ACX76601		hypothetical protein Fisuc_3021	ACX76601.1
Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum lithotrophicum	CP011308.1	AKF24681		hypothetical protein YH65_04225	AKF24681.1
Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Sulfidibacter	Sulfidibacter corallicola	CP071793.1	QTD54135		hypothetical protein J3U87_16945	QTD54135.1
Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides DSM 266	CP000492.1	ABL66229		hypothetical protein Cpha266_2232	ABL66229.1
Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Oxynema	Oxynema aestuarii AP17	CP051167.1	QIZ70514		hypothetical protein HCG48_07910	QIZ70514.1
Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	CP007656.1	AHZ86390		hypothetical protein EP01_15820	AHZ86390.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter	Nitrobacter winogradskyi Nb-255	CP000115.1	ABA05996		conserved hypothetical protein	ABA05996.1
Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum halorespirans DSM 13726	CP017111.1	AOO66357		hypothetical protein SHALO_2598	AOO66357.1
Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiopugnans	CP010028.1	AIZ45138		hypothetical protein QR90_08530	AIZ45138.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium oryzae CBMB20	CP003811.1	AIQ93688		protein of unassigned function	AIQ93688.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum gryphiswaldense MSR-1 v2		CDK97459		putative MotA/TolQ/ExbB proton channel family protein	CDK97459.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Holosporales	Holosporaceae	Candidatus Hydrogenosomobacter	Candidatus Hydrogenosomobacter endosymbioticus	AP025225.1	BDB96353		flagellar motor protein MotA	BDB96353.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodobacter	Rhodobacter capsulatus SB 1003	CP001312.1	ADE86713		motA/TolQ/ExbB proton channel family protein	ADE86713.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum F11	CP003046.1	AEO47577		MotA/TolQ/ExbB proton channel family protein	AEO47577.1
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	sp	NA	DGBBEKCF_00463	DGBBEKCF_00463	TolQ transporter	DGBBEKCF_00463_Tol-Pal_system_protein_TolQ
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	sp	NA	DGBBEKCF_01621	DGBBEKCF_01621	Tol-Pal_system_protein	DGBBEKCF_01621_Tol-Pal_system_protein_TolQ
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	sp	NA	DGBBEKCF_02484	DGBBEKCF_02484	Motility protein A	DGBBEKCF_02484_Motility_protein_A
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	sp	NA	PKPEBJJI_00297	PKPEBJJI_00297	Tol-Pal system protein TolQ	PKPEBJJI_00297_Tol-Pal_system_protein_TolQ
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	sp	NA	DGBBEKCF_00016	DGBBEKCF_00016	Tol-Pal system protein TolQ	DGBBEKCF_00016_Tol-Pal_system_protein_TolQ
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	sp	NA	DGBBEKCF_01299	DGBBEKCF_01299	Tol-Pal system protein TolQ	DGBBEKCF_01299_Tol-Pal_system_protein_TolQ
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	sp	NA	DGBBEKCF_01764	DGBBEKCF_01764	Tol-Pal system protein TolQ	DGBBEKCF_01764_Tol-Pal_system_protein_TolQ
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	sp	NA	DGBBEKCF_00127	DGBBEKCF_00127	Tol-Pal system protein TolQ	DGBBEKCF_00127_Tol-Pal_system_protein_TolQ
